price,predict
620.24,-0.015536288
628.15,-0.005705147
633.03,0.001937929
629.25,-0.002427158
624.15,-0.003911792
641.45,0.005489389
651.53,-0.003593738
660.05,0.004172421
664.15,-0.002016755
643.03,-0.007645308
633.05,0.004090627
642.75,-0.006346714
628.15,0.001120579
619.75,0.004664599
615.25,0.003174162
619.13,-0.00050907
624.75,-0.003875461
634.35,-0.000889342
634.75,-0.008414483
636.74,-0.003698586
646.84,-0.005358028
651.25,-0.012568185
644.92,0.004339277
646.5,-0.003702169
648.65,-0.000752425
642.55,-0.008617533
650.03,0.005353051
636.25,-0.00113787
632.55,-0.008530235
626.7,0.002189401
624.8,-0.006180784
629.05,-0.010554346
614,0.015292161
614.9,-0.009465489
628.1,0.013257155
625,0.00264243
622.34,0.001065385
621.4,-0.013094104
622.53,-0.001693096
614.78,-0.002350994
614.95,-0.00931954
619.28,-0.003359638
627.3,0.002218521
625.45,-0.004752856
626.5,-0.00101072
638.3,0.00982373
633.7,-0.017595352
616.8,0.002404979
610.8,0.011463642
589.74,0.004781075
587.45,-0.002746182
590.19,-0.015364019
575.25,-0.001668588
579.33,0.001273903
587.2,0.00157426
573.65,0.000571987
576.8,-0.003959669
584.2,-0.003843712
589.6,0.001286341
590.8,-0.008321301
592,-0.009666707
603.1,-0.00949397
601.3,0.003230742
598.3,-0.004152732
596.7,-0.00206784
574.5,-0.005127894
567,-0.000390987
574.3,-0.006439745
574.1,0.005257179
577.1,0.002926515
573,-0.006863731
573,0.005344769
579.3,-0.001820843
590.4,-0.001872786
596,-0.004626024
590.1,0.002722056
590.2,0.007281008
599.4,0.011503731
591.5,-0.005562227
581.95,-0.003134767
586.45,-0.002834676
591.05,0.005204059
597.15,-0.005012
599.95,0.000561634
604.1,-0.012280639
606.6,0.002904805
617.6,-0.005980577
624.7,-0.006527005
627.4,0.003696739
623.2,-0.011492179
624.8,-0.001227482
615.8,-0.005623612
633.41,0.005886748
628.55,-0.013099636
625.7,0.007452785
620.88,0.002850291
623.1,0.001067187
618.25,-0.00219616
621.7,-0.005492668
622.9,-0.002098158
627.5,-0.002888492
630.3,-0.002159505
631.25,-0.008209141
638.2,-0.000882399
640.6,0.002886034
640,0.011406236
636.65,-0.002567145
648,0.004040976
645.6,0.002542112
646.2,0.001925521
643.15,-0.01643276
630.95,0.008138488
633.84,-0.006189289
625.15,0.001213464
630.45,-0.003480653
630.05,0.004277441
628.75,-0.01106559
625.85,0.003885071
615.35,-0.001067807
616.25,0.001807296
622.95,0.011049706
620.44,-0.004580419
618.5,-0.01849477
621.01,-0.003935479
620.75,0.005796524
624.7,0.002250177
627.2,-0.004356542
634.9,0.002718094
636.7,-0.002037264
636.8,-0.006374575
640.5,-0.005911006
627.5,-0.002229962
622,-0.005341494
607.4,0.001470715
610,0.010128871
613.7,0.002724989
611.3,0.004029254
611.6,-0.002797653
627.2,0.001816565
626.7,-0.004194875
624.8,-0.004100657
631.8,0.002928805
627.7,-0.000768738
635.4,0.003216535
633.4,0.002764425
646.7,-0.002281886
648.8,4.87E-05
646.1,0.006178028
646,-0.001974797
643.7,-0.018077762
647.3,-0.005615829
653.2,-0.004074927
657.2,0.002674587
647.85,-0.006564337
648.45,-0.007462987
653.3,0.001982421
651.45,-0.002490644
660.45,-0.002856395
666.85,-0.00694704
661.1,0.001036092
664.25,-0.001845307
669.13,-0.005948569
669.75,-0.001253535
669.05,-0.000128863
670.75,0.008092097
657.25,-0.009197265
678.85,0.000699704
677.45,-0.007697465
682.55,-0.001319114
686.55,0.004241579
663.35,0.001200954
669.35,-0.000294399
664.45,-0.004277429
642.45,0.000328006
636.6,-0.002787894
646.5,-0.002931824
649,-0.009057791
651.8,0.0009037
650.27,-0.008809578
650.5,-0.006027999
643.8,-0.008360573
644.7,-0.006920067
646.6,-0.000209706
653.4,0.002903556
654.2,-0.009155604
658.8,-0.005988113
664.2,-0.000830531
664,0.003763444
657.4,-0.001702773
664.1,-0.004002777
664.41,-0.015588342
665.55,0.003577324
661.5,0.002556069
663.79,0.00033591
664,0.012852145
663.95,-0.004693137
674.35,0.004523965
674.45,0.005505405
675,-0.001666504
670.75,-0.009055639
677.9,-0.003898589
677.3,-0.000405043
676.1,0.000646404
685.52,0.007537554
690.2,-0.00963818
686.55,-0.001341861
690.05,-0.003880695
682.95,-0.002248297
691.95,-0.002220808
689.15,-0.009651001
683.65,-0.006359217
686.25,0.007449687
674.75,-0.003970686
681.55,3.61E-05
678.45,-0.005647
673.45,-0.000319797
673.15,-0.00182
682.35,-0.006613742
688.85,-0.005444073
688.75,0.005744542
685.65,-0.008218948
680.55,0.001364912
665.65,-0.00186951
670.85,-0.005152713
669.75,-0.005701551
672.05,-0.006460069
662.15,-0.003689107
657.65,-0.003479701
661.75,-0.006780499
663.25,-0.002234295
659.25,-0.00772654
661.85,-0.000159042
654.65,-0.010502298
656,-0.003843763
655.55,-0.003366317
656.85,0.002587064
653.45,0.006033906
660.5,-0.005784458
671.75,-0.001696948
671.15,-0.007482746
670.05,-0.002745819
670.75,0.007884647
659.15,-0.002137576
648.85,0.003278175
653.65,0.003528771
647.25,-0.009247085
651.75,-0.007447571
651.95,-0.003019916
655.35,-0.002696979
656.35,0.004532064
661.45,-0.004155553
654.55,-0.007341746
651.73,-0.00869258
654.3,-0.009308939
651,0.007496338
640.9,0.029900622
643.5,-0.003536347
648.95,-0.005690839
649.65,0.000174195
657.25,-0.0039004
653.2,0.004026718
654.2,-0.001402442
649.5,-0.005597792
655.9,-0.00292165
660.4,-0.008730065
663.3,0.007200099
660.65,-0.001890159
666.8,0.002665635
666.9,0.000383837
664.9,-0.000184209
664.9,0.006208891
673,-0.004192878
677.5,0.005698483
683.4,-0.003686267
681.6,-0.007661414
681,0.004004052
674.9,-0.001329171
662.9,0.001651002
661.2,0.002804226
665,-0.007783013
664.3,-0.002965754
666.9,-0.006346726
665.55,-0.005874784
673,-0.003949574
672.01,-0.003683272
672.4,-0.004296387
674.8,-0.000869448
662.1,-0.005774909
672.8,-0.001928033
669.5,0.012626839
669.2,-0.000489093
667.6,-0.013584199
652.01,0.007305756
657.8,-0.001605701
657.11,0.005042659
657.3,-0.001977408
660.8,0.001421617
660.38,-0.009495362
668.2,-0.000100968
667.6,0.01063147
662.5,-0.001730771
667.6,0.003493576
665.3,-0.010205437
673.4,-0.00577809
672.52,-0.001371391
681.65,-0.008163924
681.8,-4.76E-05
695.41,-0.001655723
701,-0.001104068
703.1,0.002109136
712.5,-0.00745396
711.6,0.000936563
708.3,-0.011736579
707.6,-0.002240444
717.9,-0.003732565
723.5,0.002287449
721.4,-0.001568264
733.26,0.009357919
731.5,-0.01644929
730.6,0.011478435
731.7,0.001253924
728.8,0.003150521
734.43,-0.00762095
743.6,-0.000231454
747.2,-0.000461197
731.6,0.002237584
727.9,-0.005437806
738,0.001401296
742.7,-0.00282558
733.3,-0.00042626
737.9,-0.00739611
741.1,0.003320372
747.88,-0.010765765
749.1,0.000766484
759.4,-0.004076443
760.5,-0.003251771
754.82,-0.00350198
768.2,-0.00370955
765.2,0.001728961
754.2,0.001317327
759.8,0.004957127
763.95,-0.014163469
769.3,-0.007275047
785.2,0.000317001
791.8,6.92E-06
782.1,-0.00044066
796.59,-0.005627871
787.3,-0.003801689
807,-0.007074046
806.5,0.002879472
825,0.000204475
831.09,-0.008344175
833.59,-0.00127033
832,0.00207179
793.5,0.011743412
802,-0.00778445
811.95,-0.002272087
788.45,0.002558373
786.3,-0.013717036
781.75,-0.008774362
803.2,0.002062625
800.32,-0.005943613
804.53,0.001549851
823.8,-0.000470001
824.6,0.007871535
812.59,-0.004443716
804.83,0.001695761
793.07,-0.009014874
783.75,-0.006539316
794.3,-0.001449594
801.7,-0.00130755
795.15,0.000395132
802.42,-0.003939677
794.8,-0.009392636
808.53,-0.009513922
796.98,-0.004762849
813.48,0.009300971
797.62,-0.00344516
794.49,0.000125903
793.35,0.004836757
802.88,0.006526046
802.19,-0.001593016
796.38,-0.003620839
811.72,0.000385152
811.8,-0.002514137
807,-0.00471486
824.5,-0.012485151
825.58,-0.00948359
840.5,0.001950945
833.92,-0.005438863
833.7,0.000206558
857.55,-0.006977278
864.93,-0.000673063
859.6,-0.009037387
858.16,0.000293486
878.16,0.000839122
878.8,-0.040526361
893.3,0.002224184
895.4,0.000375631
904.13,-0.006240932
888.1,0.004497536
877.03,-0.003645098
877.76,0.001797505
883.17,-0.001121521
865,-0.006072642
892.34,0.000186428
890.32,-0.000925504
912.85,-0.01883577
913.95,0.001541183
928.97,0.013354821
923.76,0.000168764
929.4,-0.002605733
925.99,0.001483644
905.48,-0.009434848
903.58,-0.01054849
888.17,-0.000120226
900.6,-0.003234675
910.51,-0.001195941
922.99,-0.006804362
923.5,0.000724847
906.39,0.000970952
906.6,-0.024815751
908.2,-0.003882677
902.5,0.003293748
905.2,-0.006496284
927.8,-0.005564021
944.1,0.002721391
946.1,-0.004993088
945.2,0.010445617
939.6,-0.003026488
948.15,-0.002851
957.84,-0.000170333
970.74,-0.001305687
974.17,-0.001126842
983.7,-0.003923084
964.01,0.004621888
989.8,-0.008820474
978.99,-0.006940915
973.2,-0.006997093
972.84,-0.022388241
973.3,0.004160344
982.93,0.001269749
994.83,0.007306877
1002.95,0.012261645
1002.7,0.005956121
982.24,-0.00293523
944.2,-0.000970384
910.2,-0.004143529
919.5,-0.007506773
915.3,0.002551501
938.78,-0.005516079
954.17,0.001253395
947.2,0.000617498
931.05,0.001113623
916.88,-0.004170063
882.7,-0.009887574
904.35,-0.003801098
902.9,0.001487468
913.79,-0.004515423
920,-0.00444605
914.9,-0.000409455
934,-0.003131895
928.99,-0.004218426
925.3,-0.00786677
924.45,0.003283087
927.91,-0.010672803
944.59,-0.005392909
938.8,-0.000503913
917.09,-0.003072017
916.74,-0.006078541
915.9,-0.014247577
904.25,-0.004085664
886.13,-0.004380789
886.3,0.000535022
893.26,-0.005028889
870.5,-0.004462285
877.55,-0.00867952
852.7,0.006319859
856.45,0.003511917
874.2,-0.002529949
876.4,-0.005558083
868.75,-0.007547545
881.85,-0.003909924
884.85,-0.001004066
882.68,-0.013520295
866.95,-0.003860005
864,-0.006265622
881.65,-0.005061987
902.4,-0.008089668
905.2,-0.002315688
919.25,-0.008567758
932.55,-0.002331982
921.85,0.001302592
925.1,-0.002134621
929.1,-0.001980595
906.45,-0.006663946
900.85,-0.005747656
877.9,0.003964133
886.5,-0.002002472
891.42,-0.001704737
880.55,-0.012862924
880.9,-0.006467119
877.2,-0.005523131
902.25,-0.001810732
892.9,0.00300814
867,-0.017517433
880.35,-0.011901164
868.2,-0.007366712
871.55,-0.006818501
882.4,-0.000174944
882.75,-0.001627653
894.35,0.000438817
898.47,-0.003171184
902.3,-0.00935392
883.8,-0.003213568
889.6,-0.00209749
886.38,-0.007228711
917.3,-0.00118064
927.8,-0.004639045
925.4,0.00108969
939.63,-0.009639613
945.15,-0.016450604
934.45,0.001667812
933.25,0.0031346
925.85,-0.002683804
919.63,0.001031858
928.57,0.007405055
947.66,-0.004898234
964.2,-0.00179826
972.6,0.019005754
977.5,-0.000261562
959.95,0.008558031
957.43,0.000705775
955,-0.003424496
965.55,0.003856117
946.4,-0.009848092
920.85,-0.008500348
928.05,6.70E-05
929.85,-0.006254212
930.63,1.11E-05
918.9,0.011592603
906.1,-0.013945374
914.07,0.001057992
910.95,0.001698166
894.8,-0.001528856
874.4,-0.005598292
879.8,-0.000380226
873.05,-0.000937459
856.6,-0.006902154
823.85,-0.004236937
812.32,0.003044093
826.8,-0.00621181
806.63,-9.44E-05
787.7,-0.00011703
800.07,-0.000582199
814.2,0.00383466
813.67,-0.002740281
837,-0.010431567
823.05,-0.000947735
821.95,-0.006470374
824.9,-0.012572199
826.9,0.005784186
834.05,0.010618007
831.15,0.001821079
817.7,-0.00513505
805.35,-0.008709548
801.3,0.011944325
796.45,-0.005975232
803.5,0.007917172
802.3,0.006164357
777.25,-0.002682931
752.45,0.001562276
746.47,0.013977576
765.5,0.006988334
786.65,-0.006195676
779.75,-0.007687697
863.85,-0.001163215
850.84,-0.003542363
873.55,-0.003195258
897,-2.25E-06
892.15,-0.020115361
882.63,0.005018743
877.9,-0.007702479
878.75,0.002241902
909.5,-0.003889752
870.95,0.004205719
870.8,0.008751987
836.4,-0.002466795
835.5,-0.005069656
859.75,0.006489942
887.1,0.002574724
907.62,-0.001631397
913.25,0.01861596
849.85,-0.003396755
833.05,-0.000124495
836.7,3.85E-05
846.9,-0.006536688
804.6,-0.009065965
783.35,0.002851117
796.9,0.006861254
771.65,-0.005868116
730.45,-0.005595847
721.45,-0.005452714
734.75,-0.012505359
730.8,0.001576781
746.95,0.001648894
754.95,-0.001292619
738.13,-0.002637778
724.55,0.004534834
723.45,-0.002128991
763.25,0.004561637
740.35,-0.010107151
732.85,-0.003178398
736.65,-0.003824261
746.2,0.001003485
731.7,0.007769932
712.3,-0.01868321
736.5,-0.003970095
742.1,-0.003471045
737.92,-0.006486209
738.15,-0.00130794
734.55,0.003477373
745.06,-0.004360214
800.4,-0.006728137
821.65,-0.005500974
821.05,0.000184016
812.9,0.004545782
815.83,-0.005126392
818.05,0.000638238
768.95,-0.001252672
782.35,0.007841544
773.95,-0.000897951
767,-0.004718656
756.45,-0.000728986
772.7,-0.005231509
776.95,0.003751243
810.6,-0.006006562
821.35,0.00158132
822.35,-0.019024624
838.45,-0.006367485
858.1,-0.028510008
867.9,0.001881843
852.91,-0.000265673
838.28,-0.004719817
848.05,-0.006478162
840.2,-0.001390769
848,-0.007412783
846.99,-0.012588616
869.3,0.00363054
880.3,-0.0031615
873.7,0.001153793
882.05,-0.000644096
879.45,-0.005763804
875.4,0.015873557
859.5,0.002499108
863.9,6.54E-05
842.95,-0.002264552
857.4,0.013808217
854.2,-0.00221852
820.85,-0.008598558
822,-0.000209016
811.7,-0.001115616
817.8,-0.003961474
843.15,-0.002690816
835.9,-0.018666005
857.25,0.001112203
854.25,-0.015084899
857,-0.003223718
899.75,-0.000529582
903.35,-0.009454561
899.22,-0.004019853
887.55,-0.002681775
908.65,0.002626253
927.85,0.00860093
905.49,-0.00593349
900.35,0.004871164
905.75,0.001426779
914.55,0.000758395
911.5,-0.001597161
894.55,-0.007128837
915.1,-0.005158257
938.99,-0.001839221
946.75,-0.000548386
941.7,-0.002369048
941.75,-0.005099008
970.25,0.001789195
984.9,0.000692737
974.65,-0.01087252
992.9,0.001811744
991.75,-0.000716257
962.67,-0.010593885
953.83,0.001563834
946.2,-0.004733129
942.35,-0.000872989
926.1,-0.005928071
916.28,0.002113797
906.5,-0.006348482
932.4,0.005841929
939.35,0.00577352
921.97,0.002446199
898.15,-0.006402556
909.4,-0.006622872
926.63,0.006442543
929.75,-0.003769673
923.15,0.006682296
915.4,-0.003569484
942,-0.006503506
959.85,-9.51E-05
952.2,-0.013857563
939.5,-0.002895105
925.87,0.003950594
934.02,-0.002960119
934.1,0.001857552
923.15,-0.019529516
915.84,0.000819042
919.15,0.001145495
927.4,-0.011060005
904.05,-0.028311327
893.15,0.007559061
868.9,0.002565466
881.24,-0.00330346
880.5,-0.007808807
879.35,-0.001170367
881.65,-0.003313538
893.85,-0.000977679
890.72,-0.003722431
891.05,-0.015097447
875.7,-0.008640456
868.8,-0.00453062
884.5,-0.000669202
883.8,-0.010077355
889.75,0.000424968
904.3,-0.001602097
913.2,0.006437956
906.5,-0.001204577
893.38,-0.004966689
898,-0.002806033
888.2,0.003297897
886.55,0.0008955
902.1,0.000538982
897.15,0.006271256
911.22,-0.003279973
910.7,0.005845741
916.65,0.003660757
913.33,-0.006425725
923.35,-0.005645319
926.3,-0.008207898
926.5,0.000492439
931.8,0.002218695
918.25,-0.002291301
925.05,0.001040839
938.65,0.000467678
953.8,-0.001767084
957.35,-0.013286211
958.8,-0.009770609
952,-0.001046991
949.9,-0.004082295
959.45,-0.007753988
979.15,-0.008721116
975.27,0.00148665
981.85,0.005778062
963.07,-0.01344016
980.25,-0.002869498
955.25,-0.008540876
951.82,0.00131497
954.78,-0.000677
954.49,-0.007170638
953.95,0.00347166
939.3,0.003855045
928.3,-0.002777826
934.8,0.004417975
938.87,-0.015163817
933.06,-0.009396097
934.05,-0.006762113
922.7,0.008254683
925.83,-0.005951967
931.4,0.023735731
939.25,-0.004626788
939.6,-0.002011535
937.95,-0.007132632
926.6,-0.007275437
940.8,-0.005179416
929.8,-0.000168137
932.25,0.001252459
924.95,-0.002307199
924.68,-0.000993101
909.5,-0.007071907
912.35,-0.006106502
913.05,-0.005641024
920.3,-0.001564169
925.7,0.001169171
939.2,-0.006963269
937.34,-0.011408281
937.5,0.002750053
948.7,0.007902509
948.5,-0.007448048
951.4,-0.000987985
949.15,-0.013333264
951.35,-0.006297747
953.84,-0.009426435
937.5,0.005005302
930,0.002977153
934.4,-0.002526364
954,-0.003529256
956.8,0.002411806
966.95,0.003632467
963.45,-0.006390912
963.25,0.003249285
954.95,-0.008089707
946.3,0.005183731
946.1,-0.001849973
947.1,-0.008968169
954.95,-0.014205528
948.55,0.00151965
934.55,-0.005283339
938.6,-0.001674154
942.05,0.000921912
940.65,-0.021461915
953.85,-0.003352134
941.55,-0.001197887
944.75,-0.000273741
945.55,-0.00265786
948.15,-0.005365913
955,-0.000506748
951.25,0.003310027
956.35,-0.005555471
978.5,-0.005086197
991.85,-0.003761796
994.4,-0.005590898
995.25,-0.001908948
995.4,-0.012251956
992.3,-0.002582563
996.6,-0.000918478
1005.2,-0.009098794
1000.2,0.008617479
1007.55,-0.003793632
1017.3,-0.001464735
1013.6,-0.009693174
1007.6,0.001863268
1003.7,-0.00267648
1014.4,-0.001066697
1008.4,0.003059941
994.1,-0.011141583
991,-0.001351975
991.05,-0.010913688
992.4,0.00118198
1007.7,-0.009527333
999.2,0.001838551
1002.8,-0.003930306
1017.3,-0.003946074
1042.1,-0.003066163
1044.2,0.005783095
1055.1,-0.002764465
1049.25,-0.003307907
1057.1,-0.004244888
1064.3,0.001844551
1062.4,-0.002254544
1050.2,-0.00800005
1053.6,-0.008729056
1064.2,0.011588848
1055.2,-0.006988191
1059,0.004929853
1060.1,-2.32E-05
1055.4,0.012679169
1038.5,-0.02020281
1040.05,-0.007648224
1028.1,-0.001717047
1047,-0.003725606
1045.4,-0.005068343
1059.5,-0.002212766
1084.4,-4.92E-05
1092.2,-0.000192843
1090.3,-0.000251127
1095.1,0.001665966
1103.8,-0.005041526
1105.8,0.00348533
1117.4,0.002662858
1103.8,0.003962937
1118.7,-0.002929374
1139.2,-0.004229409
1141.3,-0.00579058
1145.5,-0.005316173
1144.6,-0.005266002
1150.6,8.23E-05
1166.1,-0.006878522
1169.4,0.003185376
1191.8,0.010476208
1188.38,-0.003646731
1177.63,-0.001555238
1179.6,-0.003234687
1196.6,-0.013096401
1215.7,0.004193855
1207.6,-0.011106877
1161.4,-0.001231359
1158.1,0.007149963
1128.4,0.003139151
1128.6,0.001629993
