,label,pred
0,-0.0012532323686973434,0.017933474853634834
1,-0.005577766598709677,0.011976417154073715
2,-0.017454930136201363,0.0042458646930754185
3,-0.023338451414783856,-0.009922990575432777
4,0.0036793576565050667,-0.01032206229865551
5,0.011353634140920166,0.006922964937984943
6,0.01451963897113906,0.018291300162672997
7,0.012584281688130972,0.021657446399331093
8,0.022573222503656565,0.020158100873231888
9,0.02339364250724052,0.02651658095419407
10,0.015158946007401086,0.026108279824256897
11,0.044516554735024805,0.03763414919376373
12,0.039985600503982255,0.03898729756474495
13,0.04363925365316179,0.04786999523639679
14,0.050475949641457296,0.05027100816369057
15,0.055081913913624714,0.054406680166721344
16,0.06871434760632522,0.0590343177318573
17,0.07041042581112267,0.0727456659078598
18,0.051476830957594144,0.06434676796197891
19,0.04078022026626549,0.051564257591962814
20,0.03305821406620413,0.04114144295454025
21,0.027614364737904795,0.039637625217437744
22,0.03218017385196226,0.036344364285469055
23,0.02974535504655984,0.041650108993053436
24,0.0367421378052577,0.0475618913769722
25,0.029965927695915662,0.03957407921552658
26,0.008894282865935521,0.015400268137454987
27,0.015656226273486507,0.021005133166909218
28,0.014905704835627143,0.02109443210065365
29,0.01787288261321085,0.021426130086183548
30,0.02111960411788094,0.036495402455329895
31,0.016596405591302377,0.03640291094779968
32,0.02426091247588702,0.0383063405752182
33,0.025549117369626506,0.03326239436864853
34,0.0035779590688513885,0.008879071101546288
35,-0.0035340037977353855,0.00891351979225874
36,-0.017564526337998432,0.005282956175506115
37,-0.02468842207248867,-0.0031076855957508087
38,-0.0373904321660633,-0.023904405534267426
39,-0.04909813512687233,-0.0298989936709404
40,-0.04375247046422759,-0.035033218562603
41,-0.057927620761868304,-0.05489124730229378
42,-0.05499402897246397,-0.05581265687942505
43,-0.05688052752730233,-0.05371059477329254
44,-0.06638008855263722,-0.059021010994911194
45,-0.07139738925743644,-0.06431525200605392
46,-0.08491195473164137,-0.07886553555727005
47,-0.0839061509194674,-0.07928947359323502
48,-0.07907866219030213,-0.07477935403585434
49,-0.07969912030937909,-0.07517708837985992
50,-0.0903743997280183,-0.07559646666049957
51,-0.08482932456102876,-0.07633296400308609
52,-0.07942665135468496,-0.08476056903600693
53,-0.07620108858697994,-0.07393888384103775
54,-0.07517054962028569,-0.07142447680234909
55,-0.07394677825418239,-0.07019299268722534
56,-0.08135348553458022,-0.07041293382644653
57,-0.07593163832584349,-0.07437769323587418
58,-0.07879100563222852,-0.07372928410768509
59,-0.08083336905731553,-0.0772794708609581
60,-0.08441867508978407,-0.06891552358865738
61,-0.07634554105373437,-0.06709682196378708
62,-0.07322243537522222,-0.06891075521707535
63,-0.06751110293537954,-0.07088975608348846
64,-0.06335023957813224,-0.06818143278360367
65,-0.07040141155712387,-0.05575361102819443
66,-0.04951948028705899,-0.04675702005624771
67,-0.018657659935700455,-0.04059541970491409
68,-0.015421136561322157,-0.02504819631576538
69,-0.0018187830687831363,-0.0012928829528391361
70,-0.01678240740740755,0.0030234898440539837
71,-0.012997868900646803,-0.0034409407526254654
72,-0.0174445756984698,-0.010802282951772213
73,-0.016974813047667126,-0.01080627366900444
74,-0.010424148663830568,-0.008994905278086662
75,-0.009420744072858644,-0.006019209511578083
76,-0.008204815830033962,-0.0033796653151512146
77,-0.019178410905298482,-0.0031521031633019447
78,-0.021181161226015544,-0.010172110050916672
79,-0.009300134838101881,-0.015826310962438583
80,-0.017398291939975108,-0.0009362963028252125
81,-0.004677565425229013,-0.007069229148328304
82,-0.014895858359977199,-0.014512797817587852
83,-0.010846671305961508,-0.007176529616117477
84,0.0004917652516818194,-0.005701267160475254
85,-0.005019717003015622,0.00029774056747555733
86,0.0007763321579228322,0.009335480630397797
87,0.0003347467083238964,0.0011280074249953032
88,0.004788485233170325,0.006542877294123173
89,0.004085554114936718,0.007817437872290611
90,0.017438563327032197,0.022527694702148438
91,0.010189035916824185,0.022802473977208138
92,0.010122873345935757,0.01915295235812664
93,-0.003137564348250743,0.008982505649328232
94,-0.007659431200725764,-0.0005437163636088371
95,0.007003891050583633,0.012495440430939198
96,-0.001054415364338257,0.003450846066698432
97,-0.023540021717924797,-0.019182730466127396
98,-0.01119945521138177,-0.018962057307362556
99,-0.008291461910809206,-0.012294227257370949
100,0.022375440268318503,0.009559820406138897
101,0.032071029046338406,0.017310768365859985
102,0.02888217860537945,0.0327271930873394
103,0.030447566154851557,0.039226628839969635
104,0.027311980048761564,0.03624797612428665
105,0.018090115575738475,0.03470274433493614
106,0.011492434534998486,0.02853391319513321
107,0.028633801624118993,0.03313644975423813
108,0.016264992079656038,0.03477618843317032
109,0.015101938082053845,0.016207609325647354
110,0.035479269684290715,0.038327112793922424
111,0.021434065624824195,0.02603948675096035
112,0.021462206630020964,0.027193598449230194
113,0.019623660957169387,0.027421750128269196
114,0.020996401676744547,0.014619487337768078
115,0.02709961392841831,0.026775948703289032
116,0.025860779842237225,0.033580437302589417
117,0.020291875813348348,0.027580827474594116
118,0.01967578614891541,0.02576892077922821
119,0.029067769055692194,0.025101378560066223
120,0.04065214362023317,0.030107755213975906
121,0.05279851793633861,0.04782696068286896
122,0.043173545676563174,0.05608951672911644
123,0.05355359128517301,0.06235748901963234
124,0.05365288196931428,0.06158776581287384
125,0.05365288196931428,0.06077723950147629
126,0.06353903569947605,0.060180291533470154
127,0.06380291778188263,0.0646430253982544
128,0.06340682556375565,0.056757695972919464
129,0.07233331786758201,0.06203248351812363
130,0.0723280210541708,0.05747542157769203
131,0.05818116236079174,0.05817597359418869
132,0.0629546092738027,0.07054644078016281
133,0.07884272217542132,0.0724419578909874
134,0.07697672944011158,0.08168310672044754
135,0.09421786739301341,0.09571395814418793
136,0.14693137805091228,0.10767519474029541
137,0.1323411028577699,0.12784786522388458
138,0.14846772622261817,0.1556386649608612
139,0.13676061382483384,0.14636415243148804
140,0.11017439457806422,0.14551541209220886
141,0.10193679918450549,0.13100212812423706
142,0.1099325950006429,0.11577502638101578
143,0.13282673094261144,0.11408515274524689
144,0.11511281473676571,0.1130535677075386
145,0.11462683856909384,0.121272973716259
146,0.1184552171496771,0.12809070944786072
147,0.10104497872689322,0.12814444303512573
148,0.11783570055483161,0.11843062937259674
149,0.10963764060158532,0.11032720655202866
150,0.1019273171994537,0.1028207466006279
151,0.08689044711653815,0.10380303859710693
152,0.09699062654168733,0.11050333827733994
153,0.09389003676174634,0.10385147482156754
154,0.1072977880340964,0.10218141227960587
155,0.10195794313109907,0.10926971584558487
156,0.09885688967656181,0.10016390681266785
157,0.11950069987065692,0.10361460596323013
158,0.10166109467714568,0.10378878563642502
159,0.08928695050190383,0.09756466001272202
160,0.0726989185918685,0.0825643464922905
161,0.07996795827758696,0.08248259872198105
162,0.07451404807962714,0.08547186106443405
163,0.05186354438669705,0.07074310630559921
164,0.0691786870768325,0.06754598021507263
165,0.04286048415389998,0.06411212682723999
166,0.0014197709115411072,0.016038473695516586
167,0.008579530307069705,0.018349317833781242
168,-0.0028113715130511086,0.016762536019086838
169,-0.0048310349563348565,0.011093704029917717
170,0.04390013897161005,0.02988434210419655
171,0.04795359651973885,0.04841454699635506
