Time,price
2008/5/27,906.45
2008/5/28,900.85
2008/5/29,877.9
2008/5/30,886.5
2008/5/31,886.5
2008/6/1,886.5
2008/6/2,891.42
2008/6/3,880.55
2008/6/4,880.9
2008/6/5,877.2
2008/6/6,902.25
2008/6/7,902.25
2008/6/8,902.25
2008/6/9,892.9
2008/6/10,867
2008/6/11,880.35
2008/6/12,868.2
2008/6/13,871.55
2008/6/14,871.55
2008/6/15,871.55
2008/6/16,882.4
2008/6/17,882.75
2008/6/18,894.35
2008/6/19,898.47
2008/6/20,902.3
2008/6/21,902.3
2008/6/22,902.3
2008/6/23,883.8
2008/6/24,889.6
2008/6/25,886.38
2008/6/26,917.3
2008/6/27,927.8
2008/6/28,927.8
2008/6/29,927.8
2008/6/30,925.4
2008/7/1,939.63
2008/7/2,945.15
2008/7/3,934.45
2008/7/4,933.25
2008/7/5,933.25
2008/7/6,933.25
2008/7/7,925.85
2008/7/8,919.63
2008/7/9,928.57
2008/7/10,947.66
2008/7/11,964.2
2008/7/12,964.2
2008/7/13,964.2
2008/7/14,972.6
2008/7/15,977.5
2008/7/16,959.95
2008/7/17,957.43
2008/7/18,955
2008/7/19,955
2008/7/20,955
2008/7/21,965.55
2008/7/22,946.4
2008/7/23,920.85
2008/7/24,928.05
2008/7/25,929.85
2008/7/26,929.85
2008/7/27,929.85
2008/7/28,930.63
2008/7/29,918.9
2008/7/30,906.1
2008/7/31,914.07
2008/8/1,910.95
2008/8/2,910.95
2008/8/3,910.95
2008/8/4,894.8
2008/8/5,874.4
2008/8/6,879.8
2008/8/7,873.05
2008/8/8,856.6
2008/8/9,856.6
2008/8/10,856.6
2008/8/11,823.85
2008/8/12,812.32
2008/8/13,826.8
2008/8/14,806.63
2008/8/15,787.7
2008/8/16,787.7
2008/8/17,787.7
2008/8/18,800.07
2008/8/19,814.2
2008/8/20,813.67
2008/8/21,837
2008/8/22,823.05
2008/8/23,823.05
2008/8/24,823.05
2008/8/25,821.95
2008/8/26,824.9
2008/8/27,826.9
2008/8/28,834.05
2008/8/29,831.15
2008/8/30,831.15
2008/8/31,831.15
2008/9/1,817.7
2008/9/2,805.35
2008/9/3,801.3
2008/9/4,796.45
2008/9/5,803.5
2008/9/6,803.5
2008/9/7,803.5
2008/9/8,802.3
2008/9/9,777.25
2008/9/10,752.45
2008/9/11,746.47
2008/9/12,765.5
2008/9/13,765.5
2008/9/14,765.5
2008/9/15,786.65
2008/9/16,779.75
2008/9/17,863.85
2008/9/18,850.84
2008/9/19,873.55
2008/9/20,873.55
2008/9/21,873.55
2008/9/22,897
2008/9/23,892.15
2008/9/24,882.63
2008/9/25,877.9
2008/9/26,878.75
2008/9/27,878.75
2008/9/28,878.75
2008/9/29,909.5
2008/9/30,870.95
2008/10/1,870.8
2008/10/2,836.4
2008/10/3,835.5
2008/10/4,835.5
2008/10/5,835.5
2008/10/6,859.75
2008/10/7,887.1
2008/10/8,907.62
2008/10/9,913.25
2008/10/10,849.85
2008/10/11,849.85
2008/10/12,849.85
2008/10/13,833.05
2008/10/14,836.7
2008/10/15,846.9
2008/10/16,804.6
2008/10/17,783.35
2008/10/18,783.35
2008/10/19,783.35
2008/10/20,796.9
2008/10/21,771.65
2008/10/22,730.45
2008/10/23,721.45
2008/10/24,734.75
2008/10/25,734.75
2008/10/26,734.75
2008/10/27,730.8
2008/10/28,746.95
2008/10/29,754.95
2008/10/30,738.13
2008/10/31,724.55
2008/11/1,724.55
2008/11/2,724.55
2008/11/3,723.45
2008/11/4,763.25
2008/11/5,740.35
2008/11/6,732.85
2008/11/7,736.65
2008/11/8,736.65
2008/11/9,736.65
2008/11/10,746.2
2008/11/11,731.7
2008/11/12,712.3
2008/11/13,736.5
2008/11/14,742.1
2008/11/15,742.1
2008/11/16,742.1
2008/11/17,737.92
2008/11/18,738.15
2008/11/19,734.55
2008/11/20,745.06
2008/11/21,800.4
2008/11/22,800.4
2008/11/23,800.4
2008/11/24,821.65
2008/11/25,821.05
2008/11/26,812.9
2008/11/27,815.83
2008/11/28,818.05
2008/11/29,818.05
2008/11/30,818.05
2008/12/1,768.95
2008/12/2,782.35
2008/12/3,773.95
2008/12/4,767
2008/12/5,756.45
2008/12/6,756.45
2008/12/7,756.45
2008/12/8,772.7
2008/12/9,776.95
2008/12/10,810.6
2008/12/11,821.35
2008/12/12,822.35
2008/12/13,822.35
2008/12/14,822.35
2008/12/15,838.45
2008/12/16,858.1
2008/12/17,867.9
2008/12/18,852.91
2008/12/19,838.28
2008/12/20,838.28
2008/12/21,838.28
2008/12/22,848.05
2008/12/23,840.2
2008/12/24,848
2008/12/25,846.99
2008/12/26,869.3
2008/12/27,869.3
2008/12/28,869.3
2008/12/29,880.3
2008/12/30,873.7
2008/12/31,882.05
2009/1/1,879.45
2009/1/2,875.4
2009/1/3,875.4
2009/1/4,875.4
2009/1/5,859.5
2009/1/6,863.9
2009/1/7,842.95
2009/1/8,857.4
2009/1/9,854.2
2009/1/10,854.2
2009/1/11,854.2
2009/1/12,820.85
2009/1/13,822
2009/1/14,811.7
2009/1/15,817.8
2009/1/16,843.15
2009/1/17,843.15
2009/1/18,843.15
2009/1/19,835.9
2009/1/20,857.25
2009/1/21,854.25
2009/1/22,857
2009/1/23,899.75
2009/1/24,899.75
2009/1/25,899.75
2009/1/26,903.35
2009/1/27,899.22
2009/1/28,887.55
2009/1/29,908.65
2009/1/30,927.85
2009/1/31,927.85
2009/2/1,927.85
2009/2/2,905.49
2009/2/3,900.35
2009/2/4,905.75
2009/2/5,914.55
2009/2/6,911.5
2009/2/7,911.5
2009/2/8,911.5
2009/2/9,894.55
2009/2/10,915.1
2009/2/11,938.99
2009/2/12,946.75
2009/2/13,941.7
2009/2/14,941.7
2009/2/15,941.7
2009/2/16,941.75
2009/2/17,970.25
2009/2/18,984.9
2009/2/19,974.65
2009/2/20,992.9
2009/2/21,992.9
2009/2/22,992.9
2009/2/23,991.75
2009/2/24,962.67
2009/2/25,953.83
2009/2/26,946.2
2009/2/27,942.35
2009/2/28,942.35
2009/3/1,942.35
2009/3/2,926.1
2009/3/3,916.28
2009/3/4,906.5
2009/3/5,932.4
2009/3/6,939.35
2009/3/7,939.35
2009/3/8,939.35
2009/3/9,921.97
2009/3/10,898.15
2009/3/11,909.4
2009/3/12,926.63
2009/3/13,929.75
2009/3/14,929.75
2009/3/15,929.75
2009/3/16,923.15
2009/3/17,915.4
2009/3/18,942
2009/3/19,959.85
2009/3/20,952.2
2009/3/21,952.2
2009/3/22,952.2
2009/3/23,939.5
2009/3/24,925.87
2009/3/25,934.02
2009/3/26,934.1
2009/3/27,923.15
2009/3/28,923.15
2009/3/29,923.15
2009/3/30,915.84
2009/3/31,919.15
2009/4/1,927.4
2009/4/2,904.05
2009/4/3,893.15
2009/4/4,893.15
2009/4/5,893.15
2009/4/6,868.9
2009/4/7,881.24
2009/4/8,880.5
2009/4/9,879.35
2009/4/10,881.65
2009/4/11,881.65
2009/4/12,881.65
2009/4/13,893.85
2009/4/14,890.72
2009/4/15,891.05
2009/4/16,875.7
2009/4/17,868.8
2009/4/18,868.8
2009/4/19,868.8
2009/4/20,884.5
2009/4/21,883.8
2009/4/22,889.75
2009/4/23,904.3
2009/4/24,913.2
2009/4/25,913.2
2009/4/26,913.2
2009/4/27,906.5
2009/4/28,893.38
2009/4/29,898
2009/4/30,888.2
2009/5/1,886.55
2009/5/2,886.55
2009/5/3,886.55
2009/5/4,902.1
2009/5/5,897.15
2009/5/6,911.22
2009/5/7,910.7
2009/5/8,916.65
2009/5/9,916.65
2009/5/10,916.65
2009/5/11,913.33
2009/5/12,923.35
2009/5/13,926.3
2009/5/14,926.5
2009/5/15,931.8
2009/5/16,931.8
2009/5/17,931.8
2009/5/18,918.25
2009/5/19,925.05
2009/5/20,938.65
2009/5/21,953.8
2009/5/22,957.35
2009/5/23,957.35
2009/5/24,957.35
2009/5/25,958.8
2009/5/26,952
2009/5/27,949.9
2009/5/28,959.45
2009/5/29,979.15
2009/5/30,979.15
2009/5/31,979.15
2009/6/1,975.27
2009/6/2,981.85
2009/6/3,963.07
2009/6/4,980.25
2009/6/5,955.25
2009/6/6,955.25
2009/6/7,955.25
2009/6/8,951.82
2009/6/9,954.78
2009/6/10,954.49
2009/6/11,953.95
2009/6/12,939.3
2009/6/13,939.3
2009/6/14,939.3
2009/6/15,928.3
2009/6/16,934.8
2009/6/17,938.87
2009/6/18,933.06
2009/6/19,934.05
2009/6/20,934.05
2009/6/21,934.05
2009/6/22,922.7
2009/6/23,925.83
2009/6/24,931.4
2009/6/25,939.25
2009/6/26,939.6
2009/6/27,939.6
2009/6/28,939.6
2009/6/29,937.95
2009/6/30,926.6
2009/7/1,940.8
2009/7/2,929.8
2009/7/3,932.25
2009/7/4,932.25
2009/7/5,932.25
2009/7/6,924.95
2009/7/7,924.68
2009/7/8,909.5
2009/7/9,912.35
2009/7/10,913.05
2009/7/11,913.05
2009/7/12,913.05
2009/7/13,920.3
2009/7/14,925.7
2009/7/15,939.2
2009/7/16,937.34
2009/7/17,937.5
2009/7/18,937.5
2009/7/19,937.5
2009/7/20,948.7
2009/7/21,948.5
2009/7/22,951.4
2009/7/23,949.15
2009/7/24,951.35
2009/7/25,951.35
2009/7/26,951.35
2009/7/27,953.84
2009/7/28,937.5
2009/7/29,930
2009/7/30,934.4
2009/7/31,954
2009/8/1,954
2009/8/2,954
2009/8/3,956.8
2009/8/4,966.95
2009/8/5,963.45
2009/8/6,963.25
2009/8/7,954.95
2009/8/8,954.95
2009/8/9,954.95
2009/8/10,946.3
2009/8/11,946.1
2009/8/12,947.1
2009/8/13,954.95
2009/8/14,948.55
2009/8/15,948.55
2009/8/16,948.55
2009/8/17,934.55
2009/8/18,938.6
2009/8/19,942.05
2009/8/20,940.65
2009/8/21,953.85
2009/8/22,953.85
2009/8/23,953.85
2009/8/24,941.55
2009/8/25,944.75
2009/8/26,945.55
2009/8/27,948.15
2009/8/28,955
2009/8/29,955
2009/8/30,955
2009/8/31,951.25
2009/9/1,956.35
2009/9/2,978.5
2009/9/3,991.85
2009/9/4,994.4
2009/9/5,994.4
2009/9/6,994.4
2009/9/7,995.25
2009/9/8,995.4
2009/9/9,992.3
2009/9/10,996.6
2009/9/11,1005.2
2009/9/12,1005.2
2009/9/13,1005.2
2009/9/14,1000.2
2009/9/15,1007.55
2009/9/16,1017.3
2009/9/17,1013.6
2009/9/18,1007.6
2009/9/19,1007.6
2009/9/20,1007.6
2009/9/21,1003.7
2009/9/22,1014.4
2009/9/23,1008.4
2009/9/24,994.1
2009/9/25,991
2009/9/26,991
2009/9/27,991
2009/9/28,991.05
2009/9/29,992.4
2009/9/30,1007.7
2009/10/1,999.2
2009/10/2,1002.8
2009/10/3,1002.8
2009/10/4,1002.8
2009/10/5,1017.3
2009/10/6,1042.1
2009/10/7,1044.2
2009/10/8,1055.1
2009/10/9,1049.25
2009/10/10,1049.25
2009/10/11,1049.25
2009/10/12,1057.1
2009/10/13,1064.3
2009/10/14,1062.4
2009/10/15,1050.2
2009/10/16,1053.6
2009/10/17,1053.6
2009/10/18,1053.6
2009/10/19,1064.2
2009/10/20,1055.2
2009/10/21,1059
2009/10/22,1060.1
2009/10/23,1055.4
2009/10/24,1055.4
2009/10/25,1055.4
2009/10/26,1038.5
2009/10/27,1040.05
2009/10/28,1028.1
2009/10/29,1047
2009/10/30,1045.4
2009/10/31,1045.4
2009/11/1,1045.4
2009/11/2,1059.5
2009/11/3,1084.4
2009/11/4,1092.2
2009/11/5,1090.3
2009/11/6,1095.1
2009/11/7,1095.1
2009/11/8,1095.1
2009/11/9,1103.8
2009/11/10,1105.8
2009/11/11,1117.4
2009/11/12,1103.8
2009/11/13,1118.7
2009/11/14,1118.7
2009/11/15,1118.7
2009/11/16,1139.2
2009/11/17,1141.3
2009/11/18,1145.5
2009/11/19,1144.6
2009/11/20,1150.6
2009/11/21,1150.6
2009/11/22,1150.6
2009/11/23,1166.1
2009/11/24,1169.4
2009/11/25,1191.8
2009/11/26,1188.38
2009/11/27,1177.63
2009/11/28,1177.63
2009/11/29,1177.63
2009/11/30,1179.6
2009/12/1,1196.6
2009/12/2,1215.7
2009/12/3,1207.6
2009/12/4,1161.4
2009/12/5,1161.4
2009/12/6,1161.4
2009/12/7,1158.1
2009/12/8,1128.4
2009/12/9,1128.6
2009/12/10,1131
2009/12/11,1115.4
2009/12/12,1115.4
2009/12/13,1115.4
2009/12/14,1126.7
2009/12/15,1125.2
2009/12/16,1137.9
2009/12/17,1098.9
2009/12/18,1113.2
2009/12/19,1113.2
2009/12/20,1113.2
2009/12/21,1093.4
2009/12/22,1084
2009/12/23,1087.55
2009/12/24,1105.4
2009/12/25,1105.45
2009/12/26,1105.45
2009/12/27,1105.45
2009/12/28,1107.3
2009/12/29,1096.83
2009/12/30,1092.9
2009/12/31,1096.95
2010/1/1,1097.32
2010/1/2,1097.32
2010/1/3,1097.32
2010/1/4,1121.2
2010/1/5,1118
2010/1/6,1138.4
2010/1/7,1131.6
2010/1/8,1138.25
2010/1/9,1138.25
2010/1/10,1138.25
2010/1/11,1151.85
2010/1/12,1128.5
2010/1/13,1138.2
2010/1/14,1142.85
2010/1/15,1130.93
2010/1/16,1130.93
2010/1/17,1130.93
2010/1/18,1133.6
2010/1/19,1138.2
2010/1/20,1111.05
2010/1/21,1093.95
2010/1/22,1093.2
2010/1/23,1093.2
2010/1/24,1093.2
2010/1/25,1098.4
2010/1/26,1097.55
2010/1/27,1087.9
2010/1/28,1087.1
2010/1/29,1080.85
2010/1/30,1080.85
2010/1/31,1080.85
2010/2/1,1105.5
2010/2/2,1114.45
2010/2/3,1109.8
2010/2/4,1063.7
2010/2/5,1066.3
2010/2/6,1066.3
2010/2/7,1066.3
2010/2/8,1062.85
2010/2/9,1078.09
2010/2/10,1072.1
2010/2/11,1095.4
2010/2/12,1093.38
2010/2/13,1093.38
2010/2/14,1093.38
2010/2/15,1101.1
2010/2/16,1119.45
2010/2/17,1106.81
2010/2/18,1108.7
2010/2/19,1119.2
2010/2/20,1119.2
2010/2/21,1119.2
2010/2/22,1114.25
2010/2/23,1103.4
2010/2/24,1097.75
2010/2/25,1106.35
2010/2/26,1117.6
2010/2/27,1117.6
2010/2/28,1117.6
2010/3/1,1118.99
2010/3/2,1134.7
2010/3/3,1139.9
2010/3/4,1132.2
2010/3/5,1134.65
2010/3/6,1134.65
2010/3/7,1134.65
2010/3/8,1123.55
2010/3/9,1121.85
2010/3/10,1108.41
2010/3/11,1109.5
2010/3/12,1101.9
2010/3/13,1101.9
2010/3/14,1101.9
2010/3/15,1108.45
2010/3/16,1127.7
2010/3/17,1120.35
2010/3/18,1127.35
2010/3/19,1107
2010/3/20,1107
2010/3/21,1107
2010/3/22,1102.25
2010/3/23,1105.15
2010/3/24,1086.65
2010/3/25,1090.5
2010/3/26,1107.5
2010/3/27,1107.5
2010/3/28,1107.5
2010/3/29,1109.72
2010/3/30,1103.6
2010/3/31,1113.25
2010/4/1,1126.8
2010/4/2,1119.8
2010/4/3,1119.8
2010/4/4,1119.8
2010/4/5,1131.9
2010/4/6,1134.3
2010/4/7,1149.35
2010/4/8,1150.55
2010/4/9,1162
2010/4/10,1162
2010/4/11,1162
2010/4/12,1156.2
2010/4/13,1150.65
2010/4/14,1155.35
2010/4/15,1159.25
2010/4/16,1137.4
2010/4/17,1137.4
2010/4/18,1137.4
2010/4/19,1135.75
2010/4/20,1140.75
2010/4/21,1146.75
2010/4/22,1141.5
2010/4/23,1157.6
2010/4/24,1157.6
2010/4/25,1157.6
2010/4/26,1153.5
2010/4/27,1167.85
2010/4/28,1165.7
2010/4/29,1166.85
2010/4/30,1179.2
2010/5/1,1179.2
2010/5/2,1179.2
2010/5/3,1182.18
2010/5/4,1171.28
2010/5/5,1175.28
2010/5/6,1208.57
2010/5/7,1208.4
2010/5/8,1208.4
2010/5/9,1208.4
2010/5/10,1203.1
2010/5/11,1232.88
2010/5/12,1238.93
2010/5/13,1232.7
2010/5/14,1233.18
2010/5/15,1233.18
2010/5/16,1233.18
2010/5/17,1222.45
2010/5/18,1225.15
2010/5/19,1193.75
2010/5/20,1182.35
2010/5/21,1177.1
2010/5/22,1177.1
2010/5/23,1177.1
2010/5/24,1191.65
2010/5/25,1204.25
2010/5/26,1211.8
2010/5/27,1212.65
2010/5/28,1214.38
2010/5/29,1214.38
2010/5/30,1214.38
2010/5/31,1216.2
2010/6/1,1225.65
2010/6/2,1223.45
2010/6/3,1206.65
2010/6/4,1219.9
2010/6/5,1219.9
2010/6/6,1219.9
2010/6/7,1240.25
2010/6/8,1236.55
2010/6/9,1233.5
2010/6/10,1216.55
2010/6/11,1226.7
2010/6/12,1226.7
2010/6/13,1226.7
2010/6/14,1221.25
2010/6/15,1234.15
2010/6/16,1229
2010/6/17,1245.15
2010/6/18,1256.8
2010/6/19,1256.8
2010/6/20,1256.8
2010/6/21,1233.7
2010/6/22,1240.05
2010/6/23,1237.35
2010/6/24,1243.45
2010/6/25,1255.6
2010/6/26,1255.6
2010/6/27,1255.6
2010/6/28,1238.95
2010/6/29,1240.65
2010/6/30,1242.25
2010/7/1,1198.95
2010/7/2,1211.6
2010/7/3,1211.6
2010/7/4,1211.6
2010/7/5,1209.27
2010/7/6,1192.63
2010/7/7,1202.75
2010/7/8,1198.1
2010/7/9,1211.6
2010/7/10,1211.6
2010/7/11,1211.6
2010/7/12,1196.85
2010/7/13,1212.35
2010/7/14,1208.3
2010/7/15,1208.25
2010/7/16,1193
2010/7/17,1193
2010/7/18,1193
2010/7/19,1182.95
2010/7/20,1192.05
2010/7/21,1185.05
2010/7/22,1194.95
2010/7/23,1189.2
2010/7/24,1189.2
2010/7/25,1189.2
2010/7/26,1183.55
2010/7/27,1161.6
2010/7/28,1163.6
2010/7/29,1168.25
2010/7/30,1181
2010/7/31,1181
2010/8/1,1181
2010/8/2,1182.85
2010/8/3,1186.15
2010/8/4,1194.95
2010/8/5,1194.95
2010/8/6,1205.4
2010/8/7,1205.4
2010/8/8,1205.4
2010/8/9,1201.35
2010/8/10,1204.25
2010/8/11,1198.1
2010/8/12,1213.85
2010/8/13,1215.5
2010/8/14,1215.5
2010/8/15,1215.5
2010/8/16,1225.15
2010/8/17,1224.85
2010/8/18,1229.45
2010/8/19,1232.15
2010/8/20,1227.8
2010/8/21,1227.8
2010/8/22,1227.8
2010/8/23,1226.15
2010/8/24,1230.65
2010/8/25,1240.05
2010/8/26,1237.6
2010/8/27,1238.1
2010/8/28,1238.1
2010/8/29,1238.1
2010/8/30,1236.97
2010/8/31,1247.45
2010/9/1,1244.3
2010/9/2,1250.95
2010/9/3,1246.75
2010/9/4,1246.75
2010/9/5,1246.75
2010/9/6,1250.05
2010/9/7,1255.55
2010/9/8,1254.95
2010/9/9,1243.65
2010/9/10,1246.25
2010/9/11,1246.25
2010/9/12,1246.25
2010/9/13,1245.6
2010/9/14,1268.15
2010/9/15,1268.05
2010/9/16,1275.25
2010/9/17,1274.3
2010/9/18,1274.3
2010/9/19,1274.3
2010/9/20,1278.35
2010/9/21,1287.15
2010/9/22,1291.35
2010/9/23,1292.45
2010/9/24,1295.95
2010/9/25,1295.95
2010/9/26,1295.95
2010/9/27,1294.35
2010/9/28,1309.05
2010/9/29,1309.85
2010/9/30,1308.35
2010/10/1,1319.1
2010/10/2,1319.1
2010/10/3,1319.1
2010/10/4,1315.25
2010/10/5,1340.65
2010/10/6,1349.05
2010/10/7,1333.55
2010/10/8,1346.74
2010/10/9,1346.74
2010/10/10,1346.74
2010/10/11,1354.05
2010/10/12,1350.35
2010/10/13,1372.15
2010/10/14,1381.15
2010/10/15,1368.4
2010/10/16,1368.4
2010/10/17,1368.4
2010/10/18,1368.45
2010/10/19,1332.05
2010/10/20,1346.25
2010/10/21,1325.68
2010/10/22,1328.45
2010/10/23,1328.45
2010/10/24,1328.45
2010/10/25,1339.85
2010/10/26,1340.45
2010/10/27,1325.35
2010/10/28,1344.05
2010/10/29,1359.4
2010/10/30,1359.4
2010/10/31,1359.4
2010/11/1,1353.85
2010/11/2,1357.45
2010/11/3,1348.55
2010/11/4,1392.5
2010/11/5,1393.65
2010/11/6,1393.65
2010/11/7,1393.65
2010/11/8,1409.55
2010/11/9,1392.9
2010/11/10,1403.9
2010/11/11,1408.65
2010/11/12,1368.75
2010/11/13,1368.75
2010/11/14,1368.75
2010/11/15,1360.6
2010/11/16,1339.7
2010/11/17,1336
2010/11/18,1353.07
2010/11/19,1352.93
2010/11/20,1352.93
2010/11/21,1352.93
2010/11/22,1363.5
2010/11/23,1376.9
2010/11/24,1375
2010/11/25,1375.9
2010/11/26,1365.2
2010/11/27,1365.2
2010/11/28,1365.2
2010/11/29,1366.9
2010/11/30,1386.02
2010/12/1,1387.9
2010/12/2,1386.7
2010/12/3,1414.07
2010/12/4,1414.07
2010/12/5,1414.07
2010/12/6,1423.75
2010/12/7,1402.05
2010/12/8,1382.07
2010/12/9,1387.1
2010/12/10,1386
2010/12/11,1386
2010/12/12,1386
2010/12/13,1394.18
2010/12/14,1396.25
2010/12/15,1380.82
2010/12/16,1370.28
2010/12/17,1375.45
2010/12/18,1375.45
2010/12/19,1375.45
2010/12/20,1385.25
2010/12/21,1385.6
2010/12/22,1385.35
2010/12/23,1380.1
2010/12/24,1381.47
2010/12/25,1381.47
2010/12/26,1381.47
2010/12/27,1383.75
2010/12/28,1405.9
2010/12/29,1411.75
2010/12/30,1404.68
2010/12/31,1420.78
2011/1/1,1420.78
2011/1/2,1420.78
2011/1/3,1414.8
2011/1/4,1380.72
2011/1/5,1378.32
2011/1/6,1371.6
2011/1/7,1369.57
2011/1/8,1369.57
2011/1/9,1369.57
2011/1/10,1375.68
2011/1/11,1381.53
2011/1/12,1387.85
2011/1/13,1373.78
2011/1/14,1361.72
2011/1/15,1361.72
2011/1/16,1361.72
2011/1/17,1362.65
2011/1/18,1368.25
2011/1/19,1369.93
2011/1/20,1346.28
2011/1/21,1342.68
2011/1/22,1342.68
2011/1/23,1342.68
2011/1/24,1334.35
2011/1/25,1332.32
2011/1/26,1345.85
2011/1/27,1313.93
2011/1/28,1336.75
2011/1/29,1336.75
2011/1/30,1336.75
2011/1/31,1332.8
2011/2/1,1338.1
2011/2/2,1335.32
2011/2/3,1354.35
2011/2/4,1348.85
2011/2/5,1348.85
2011/2/6,1348.85
2011/2/7,1351.3
2011/2/8,1364.03
2011/2/9,1363.65
2011/2/10,1363.8
2011/2/11,1357.05
2011/2/12,1357.05
2011/2/13,1357.05
2011/2/14,1361.85
2011/2/15,1373.8
2011/2/16,1374.43
2011/2/17,1384.1
2011/2/18,1389.53
2011/2/19,1389.53
2011/2/20,1389.53
2011/2/21,1406.45
2011/2/22,1399.13
2011/2/23,1411.7
2011/2/24,1402.88
2011/2/25,1410.6
2011/2/26,1410.6
2011/2/27,1410.6
2011/2/28,1411.48
2011/3/1,1433.28
2011/3/2,1434.5
2011/3/3,1416
2011/3/4,1430.9
2011/3/5,1430.9
2011/3/6,1430.9
2011/3/7,1432.05
2011/3/8,1428.95
2011/3/9,1430.97
2011/3/10,1411.8
2011/3/11,1417.45
2011/3/12,1417.45
2011/3/13,1417.45
2011/3/14,1426.4
2011/3/15,1395.7
2011/3/16,1398.88
2011/3/17,1403.72
2011/3/18,1418.9
2011/3/19,1418.9
2011/3/20,1418.9
2011/3/21,1427.68
2011/3/22,1427.65
2011/3/23,1437.4
2011/3/24,1430.65
2011/3/25,1429.74
2011/3/26,1429.74
2011/3/27,1429.74
2011/3/28,1420.4
2011/3/29,1418.5
2011/3/30,1423.02
2011/3/31,1432.3
2011/4/1,1428.8
2011/4/2,1428.8
2011/4/3,1428.8
2011/4/4,1433.95
2011/4/5,1455.73
2011/4/6,1459.7
2011/4/7,1458.07
2011/4/8,1474.93
2011/4/9,1474.93
2011/4/10,1474.93
2011/4/11,1463.15
2011/4/12,1453.1
2011/4/13,1457.3
2011/4/14,1474.18
2011/4/15,1486.7
2011/4/16,1486.7
2011/4/17,1486.7
2011/4/18,1495.3
2011/4/19,1496.32
2011/4/20,1502.55
2011/4/21,1506.25
2011/4/22,1506.85
2011/4/23,1506.85
2011/4/24,1506.85
2011/4/25,1507.23
2011/4/26,1506.3
2011/4/27,1527.35
2011/4/28,1536.2
2011/4/29,1563.7
2011/4/30,1563.7
2011/5/1,1563.7
2011/5/2,1545.35
2011/5/3,1535.97
2011/5/4,1516.32
2011/5/5,1474.3
2011/5/6,1495.6
2011/5/7,1495.6
2011/5/8,1495.6
2011/5/9,1513.75
2011/5/10,1516.28
2011/5/11,1501.2
2011/5/12,1505.9
2011/5/13,1495.02
2011/5/14,1495.02
2011/5/15,1495.02
2011/5/16,1489.3
2011/5/17,1486.8
2011/5/18,1497.15
2011/5/19,1493.35
2011/5/20,1512.3
2011/5/21,1512.3
2011/5/22,1512.3
2011/5/23,1517.03
2011/5/24,1526.63
2011/5/25,1525.32
2011/5/26,1519.15
2011/5/27,1536.4
2011/5/28,1536.4
2011/5/29,1536.4
2011/5/30,1537.15
2011/5/31,1535.8
2011/6/1,1539.8
2011/6/2,1533.57
2011/6/3,1541.95
2011/6/4,1541.95
2011/6/5,1541.95
2011/6/6,1544.65
2011/6/7,1544.15
2011/6/8,1537.65
2011/6/9,1544.1
2011/6/10,1531.65
2011/6/11,1531.65
2011/6/12,1531.65
2011/6/13,1516.1
2011/6/14,1523.78
2011/6/15,1530.88
2011/6/16,1529.8
2011/6/17,1539.45
2011/6/18,1539.45
2011/6/19,1539.45
2011/6/20,1540.7
2011/6/21,1546.3
2011/6/22,1548.95
2011/6/23,1521.4
2011/6/24,1502.65
2011/6/25,1502.65
2011/6/26,1502.65
2011/6/27,1498.05
2011/6/28,1501.4
2011/6/29,1512.3
2011/6/30,1500.35
2011/7/1,1487.78
2011/7/2,1487.78
2011/7/3,1487.78
2011/7/4,1497.07
2011/7/5,1515.65
2011/7/6,1528.9
2011/7/7,1532.38
2011/7/8,1544.15
2011/7/9,1544.15
2011/7/10,1544.15
2011/7/11,1553.47
2011/7/12,1567.7
2011/7/13,1582.38
2011/7/14,1587.3
2011/7/15,1593.55
2011/7/16,1593.55
2011/7/17,1593.55
2011/7/18,1604.85
2011/7/19,1588.45
2011/7/20,1600.5
2011/7/21,1590.7
2011/7/22,1601.27
2011/7/23,1601.27
2011/7/24,1601.27
2011/7/25,1614.15
2011/7/26,1619.3
2011/7/27,1613.65
2011/7/28,1615.95
2011/7/29,1627.88
2011/7/30,1627.88
2011/7/31,1627.88
2011/8/1,1619
2011/8/2,1661.18
2011/8/3,1661.75
2011/8/4,1646.53
2011/8/5,1663.8
2011/8/6,1663.8
2011/8/7,1663.8
2011/8/8,1719.53
2011/8/9,1740.4
2011/8/10,1793.05
2011/8/11,1764.1
2011/8/12,1746.9
2011/8/13,1746.9
2011/8/14,1746.9
2011/8/15,1765.85
2011/8/16,1785.7
2011/8/17,1791.25
2011/8/18,1823.8
2011/8/19,1852.1
2011/8/20,1852.1
2011/8/21,1852.1
2011/8/22,1897.6
2011/8/23,1828.35
2011/8/24,1759.32
2011/8/25,1774.15
2011/8/26,1827.95
2011/8/27,1827.95
2011/8/28,1827.95
2011/8/29,1788.43
2011/8/30,1835.43
2011/8/31,1825.72
2011/9/1,1826.15
2011/9/2,1882.88
2011/9/3,1882.88
2011/9/4,1882.88
2011/9/5,1900.23
2011/9/6,1875.4
2011/9/7,1817.47
2011/9/8,1870.18
2011/9/9,1855.7
2011/9/10,1855.7
2011/9/11,1855.7
2011/9/12,1815.3
2011/9/13,1833.6
2011/9/14,1819.63
2011/9/15,1788.57
2011/9/16,1811.88
2011/9/17,1811.88
2011/9/18,1811.88
2011/9/19,1778.68
2011/9/20,1803.63
2011/9/21,1782.35
2011/9/22,1740.13
